Sr,Date,month,year,Index,Open,High,Low,Close,Volume,Adjusted,RSI,pSAR
1799,25-02-2014,Feb,2014,TM,116.25,116.919998,115.940002,116.470001,298600,106.373581,57.21,102.9
1800,26-02-2014,Feb,2014,TM,116,116.019997,115.370003,115.580002,231300,105.56073,60.44,104.375
1801,27-02-2014,Feb,2014,TM,115.25,116.019997,114.870003,116.019997,227800,105.962585,#N/A,105.974
1802,28-02-2014,Feb,2014,TM,115.169998,115.919998,114.860001,115.300003,307800,105.305,63.37,107.89564
1803,03-03-2014,Mar,2014,TM,113.839996,113.980003,113.150002,113.599998,456300,103.752373,56.78,110.58434
1804,04-03-2014,Mar,2014,TM,114.830002,115.279999,114.660004,115.209999,286500,105.222801,62.56,113.32316
1805,05-03-2014,Mar,2014,TM,113.18,113.739998,112.830002,113.260002,621900,103.441833,64.6,115.93853
1806,06-03-2014,Mar,2014,TM,114.800003,114.949997,114.540001,114.650002,392200,104.711349,68.92,119.13082
1807,07-03-2014,Mar,2014,TM,114.800003,114.970001,113.800003,113.959999,309000,104.081154,74.68,132.64999
1808,10-03-2014,Mar,2014,TM,113.610001,113.800003,113,113.339996,235500,103.5149,75.1,132.64999
1809,11-03-2014,Mar,2014,TM,113.209999,113.43,112.410004,112.459999,224100,102.711189,72.02,132.40899
1810,12-03-2014,Mar,2014,TM,111.279999,111.639999,110.57,111.300003,483900,101.651749,72.26,132.17281
1811,13-03-2014,Mar,2014,TM,111.489998,111.779999,109.68,110.209999,396100,100.656242,69.21,131.94136
1812,14-03-2014,Mar,2014,TM,109.07,109.43,108.489998,108.760002,753200,99.33194,69.85,131.4697
1813,17-03-2014,Mar,2014,TM,110.07,110.809998,109.93,110.669998,438500,101.076355,#N/A,131.01692
1814,18-03-2014,Mar,2014,TM,109.449997,110.269997,109.339996,109.830002,319000,100.309174,70.59,120.15
1815,19-03-2014,Mar,2014,TM,109.209999,109.739998,108.160004,108.68,513300,99.258873,71.04,120.527
1816,20-03-2014,Mar,2014,TM,106.550003,107.730003,106.309998,107.610001,668100,98.281616,65.05,121.57992
1817,21-03-2014,Mar,2014,TM,107.650002,108.43,107.339996,107.370003,413200,98.062431,65.82,122.59073
1818,24-03-2014,Mar,2014,TM,108.300003,108.440002,107.190002,107.940002,362500,98.583023,72.14,124.11228
1819,25-03-2014,Mar,2014,TM,108.919998,109.309998,108.300003,108.459999,349300,99.057938,72.52,125.54254
1820,26-03-2014,Mar,2014,TM,110.940002,111.980003,110.25,110.529999,858400,102.802467,73.25,127.63114
1821,27-03-2014,Mar,2014,TM,111.900002,112,111.309998,111.580002,559000,103.77906,75.66,130.38803
1822,28-03-2014,Mar,2014,TM,113.419998,113.720001,112.57,112.830002,539400,104.941658,78.47,132.86922
1823,31-03-2014,Mar,2014,TM,113.099998,113.489998,112.550003,112.900002,481000,105.006775,78.87,135.1023
1824,01-04-2014,Apr,2014,TM,112.949997,113.339996,112.809998,113.220001,539200,105.304398,79.7,155.2
1825,02-04-2014,Apr,2014,TM,113.360001,113.510002,112.699997,113.440002,351100,105.509026,81.19,154.81
1826,03-04-2014,Apr,2014,TM,112.93,113.589996,112.540001,112.860001,453200,104.969566,77.98,154.4278
1827,04-04-2014,Apr,2014,TM,112.220001,112.599998,111.029999,111.260002,598400,103.481422,70.37,154.05324
1828,07-04-2014,Apr,2014,TM,111.510002,111.760002,110.839996,111.389999,401800,103.602341,70.42,153.68618
1829,08-04-2014,Apr,2014,TM,109.099998,109.339996,108.629997,109.099998,611900,101.472443,#N/A,135.7
1830,09-04-2014,Apr,2014,TM,106.900002,107.830002,106.669998,107.730003,1117600,100.198227,76.78,136.072
1831,10-04-2014,Apr,2014,TM,105.07,105.279999,103.379997,103.389999,1535400,96.161644,76.79,136.43656
1832,11-04-2014,Apr,2014,TM,104.300003,105.809998,104.050003,104.889999,912300,97.55677,73.16,154.3
1833,14-04-2014,Apr,2014,TM,107.18,107.699997,106.730003,107.32,497400,99.816879,#N/A,153.924
1834,15-04-2014,Apr,2014,TM,106.629997,106.970001,105.669998,106.860001,488000,99.389046,65.96,152.95304
1835,16-04-2014,Apr,2014,TM,108,108.5,107.699997,108.470001,372700,100.88649,57.77,151.44986
1836,17-04-2014,Apr,2014,TM,108.540001,108.620003,107.690002,108.019997,393100,100.467941,65.97,149.10587
1837,21-04-2014,Apr,2014,TM,108.900002,108.93,108.440002,108.639999,377000,101.044609,68.4,146.9494
1838,22-04-2014,Apr,2014,TM,108.449997,108.629997,108.209999,108.419998,343900,100.839981,68.08,144.96545
1839,23-04-2014,Apr,2014,TM,108.279999,108.489998,108.120003,108.150002,276800,100.58886,69.74,143.14021
1840,24-04-2014,Apr,2014,TM,107.339996,107.339996,106.580002,107.040001,459600,99.556458,#N/A,141.461
1841,25-04-2014,Apr,2014,TM,106.809998,107.220001,106.349998,106.489998,436500,99.044907,61.85,139.91612
1842,28-04-2014,Apr,2014,TM,107.400002,107.459999,106.349998,107.07,392800,99.584373,59.18,122.15
1843,29-04-2014,Apr,2014,TM,107.809998,107.989998,107.379997,107.5,296500,99.984306,53.82,122.623
1844,30-04-2014,Apr,2014,TM,108,108.5,107.669998,108.419998,467700,100.839981,51.75,123.08654
1845,01-05-2014,May,2014,TM,110.019997,110.150002,109.370003,109.730003,340900,102.058403,#N/A,123.54081
1846,02-05-2014,May,2014,TM,109.989998,110.18,109.669998,109.93,420500,102.244423,51.57,123.98599
1847,05-05-2014,May,2014,TM,109.779999,109.93,109.410004,109.440002,274800,101.788681,52.09,124.42227
1848,06-05-2014,May,2014,TM,109.5,109.57,108.720001,109,429400,101.37944,53.93,124.84983
1849,07-05-2014,May,2014,TM,109,109.139999,108.580002,109.029999,319000,101.407326,46.37,125.26883
1850,08-05-2014,May,2014,TM,108.5,108.610001,107.529999,108.150002,366500,100.58886,47.3,125.67946
1851,09-05-2014,May,2014,TM,108.959999,109.379997,108.529999,108.870003,371700,101.25853,65.02,126
1852,12-05-2014,May,2014,TM,108.870003,109.32,108.599998,109.209999,346200,101.574753,72.73,126
1853,13-05-2014,May,2014,TM,110.209999,111.540001,110.089996,111.379997,564200,103.59304,76.17,126.35
1854,14-05-2014,May,2014,TM,111.07,111.440002,110.410004,110.43,699500,102.70945,76.17,126.35
1855,15-05-2014,May,2014,TM,110.339996,110.660004,109,109.5,257900,101.844482,76.69,126.739
1856,16-05-2014,May,2014,TM,109.370003,109.620003,108.959999,109.610001,237400,101.946793,79.38,127.12022
1857,19-05-2014,May,2014,TM,108.110001,108.790001,107.809998,108.610001,358900,101.016693,81.15,127.49381
1858,20-05-2014,May,2014,TM,108.169998,108.279999,107.629997,107.669998,333200,100.142418,81.49,127.85994
1859,21-05-2014,May,2014,TM,107.800003,108.220001,107.589996,108.059998,307000,100.505142,78.61,128.21874
1860,22-05-2014,May,2014,TM,108.900002,109.900002,108.870003,109.489998,547100,101.835175,79.43,128.57036
1861,23-05-2014,May,2014,TM,109.510002,109.730003,109.379997,109.639999,175600,101.974686,82.23,128.91496
1862,27-05-2014,May,2014,TM,109.93,110.169998,109.529999,110.110001,296400,102.411835,75.82,129.25266
1863,28-05-2014,May,2014,TM,110.550003,110.800003,109.5,109.910004,259100,102.225815,76.3,129.58361
1864,29-05-2014,May,2014,TM,111.290001,111.709999,111.07,111.489998,348500,103.695343,65.11,129.90793
1865,30-05-2014,May,2014,TM,113.349998,113.389999,112.900002,113.110001,449700,105.202095,64.49,130.22577
1866,02-06-2014,Jun,2014,TM,114.120003,114.190002,113.269997,113.949997,660400,105.98336,71.31,130.53726
1867,03-06-2014,Jun,2014,TM,114.160004,115.029999,114.160004,114.919998,593400,106.885544,73.51,130.84251
1868,04-06-2014,Jun,2014,TM,114.510002,114.660004,113.389999,114.480003,558100,106.476318,71.99,131.47681
1869,05-06-2014,Jun,2014,TM,114.199997,114.800003,113.82,114.589996,318500,106.578613,74.94,132.6782
1870,06-06-2014,Jun,2014,TM,114.620003,115.459999,114.519997,115.150002,370900,107.099472,78.62,134.37195
1871,09-06-2014,Jun,2014,TM,115,115.309998,114.830002,115.07,220200,107.025055,80.62,135.93019
1872,10-06-2014,Jun,2014,TM,113.68,114.120003,113.379997,113.870003,348900,105.908966,80.67,137.36378
1873,11-06-2014,Jun,2014,TM,114.059998,114.470001,113.779999,114.059998,207000,106.085663,77.2,139.5624
1874,12-06-2014,Jun,2014,TM,114.779999,115.290001,114.110001,114.260002,292400,106.271683,78,144.27091
1875,13-06-2014,Jun,2014,TM,114.120003,114.360001,114,114.239998,185200,106.253082,66.36,148.4144
1876,16-06-2014,Jun,2014,TM,114.269997,114.660004,113.900002,114.480003,225200,106.476318,65.53,152.06068
1877,17-06-2014,Jun,2014,TM,115.129997,115.239998,114.510002,114.709999,222000,106.690224,70.17,155.2694
1878,18-06-2014,Jun,2014,TM,114.839996,116.220001,114.639999,116.050003,360700,107.936546,63.3,158.09307
1879,19-06-2014,Jun,2014,TM,117.5,118.07,117.029999,117.75,660300,109.517685,61.74,160.5779
1880,20-06-2014,Jun,2014,TM,118.209999,118.419998,117.720001,118.220001,513600,109.954834,59.14,162.76455
1881,23-06-2014,Jun,2014,TM,117.099998,117.290001,116.699997,117.220001,233800,109.02475,57.52,165.71652
1882,24-06-2014,Jun,2014,TM,117.260002,117.389999,116.5,116.550003,219600,108.401588,62.78,168.2552
1883,25-06-2014,Jun,2014,TM,116.910004,117.519997,116.629997,117.470001,208600,109.257263,61.74,171.31037
1884,26-06-2014,Jun,2014,TM,118,118,117.290001,117.650002,195600,109.424675,54.94,173.87671
1885,27-06-2014,Jun,2014,TM,118.709999,118.940002,118.470001,118.839996,353200,110.531479,56.01,176.56291
1886,30-06-2014,Jun,2014,TM,119.75,119.879997,119.440002,119.660004,505000,111.294159,62.35,178.76558
1887,01-07-2014,Jul,2014,TM,121.43,122.279999,121.349998,122.260002,501000,113.712387,63.63,178.95
1888,02-07-2014,Jul,2014,TM,122.339996,122.349998,121.629997,121.879997,223500,113.35894,68.16,188.8
1889,03-07-2014,Jul,2014,TM,121.349998,121.900002,121.050003,121.730003,195900,113.219444,67.13,188.552
1890,07-07-2014,Jul,2014,TM,121.25,121.800003,120.860001,121.160004,328700,112.689285,70.6,188.30896
1891,08-07-2014,Jul,2014,TM,120.940002,120.940002,119.629997,120.300003,343400,111.889412,55.7,188.07078
1892,09-07-2014,Jul,2014,TM,119.800003,120.290001,119,120.040001,292300,111.647591,52.9,187.47795
1893,10-07-2014,Jul,2014,TM,117.480003,118.389999,116.610001,118.050003,466700,109.796722,51.64,186.90883
1894,11-07-2014,Jul,2014,TM,118.410004,118.800003,118.120003,118.519997,347300,110.233856,44.47,186.36248
1895,14-07-2014,Jul,2014,TM,119.370003,119.489998,118.889999,119,166800,110.680283,44.14,185.83798
1896,15-07-2014,Jul,2014,TM,119,119.089996,118.330002,118.709999,187700,110.410568,49.54,184.4377
1897,16-07-2014,Jul,2014,TM,119.400002,119.519997,119.110001,119.150002,181200,110.819809,55.76,182.21869
1898,17-07-2014,Jul,2014,TM,119.199997,119.480003,118.199997,118.379997,244700,110.103638,56.7,180.17719
1899,18-07-2014,Jul,2014,TM,118.839996,118.989998,118.349998,118.900002,208000,110.587288,58.11,156.7
1900,21-07-2014,Jul,2014,TM,118.690002,119,118.029999,118.660004,143900,110.364075,59.34,157.314
1901,22-07-2014,Jul,2014,TM,118.720001,119.419998,118.720001,119.18,117700,110.847717,64.02,158.55944
1902,23-07-2014,Jul,2014,TM,119.389999,119.650002,119.050003,119.43,171200,111.080231,65.45,159.75506
1903,24-07-2014,Jul,2014,TM,119.610001,119.989998,119.370003,119.379997,152600,111.033722,67.21,160.90286
1904,25-07-2014,Jul,2014,TM,119.919998,120,119.32,119.629997,140200,111.266251,63.23,162.00474
1905,28-07-2014,Jul,2014,TM,119.959999,120.760002,119.75,120.580002,172800,112.149841,59.29,163.86446
1906,29-07-2014,Jul,2014,TM,120.589996,121.459999,120.5,120.580002,399200,112.149841,#N/A,166.2673
1907,30-07-2014,Jul,2014,TM,120.519997,120.519997,119.540001,120.040001,293100,111.647591,61.9,169.40057
1908,31-07-2014,Jul,2014,TM,119.309998,119.709999,117.940002,117.989998,290900,109.740913,55.6,173.1145
1909,01-08-2014,Aug,2014,TM,117.709999,118.080002,117.290001,117.589996,206900,109.368874,46.89,177.08847
1910,04-08-2014,Aug,2014,TM,117.93,118.330002,117.620003,118.120003,131300,109.861824,52.37,184.81832
1911,05-08-2014,Aug,2014,TM,119.010002,119.82,118.510002,119.029999,360300,110.708206,56.16,196.98302
1912,06-08-2014,Aug,2014,TM,116.129997,116.760002,115.43,116.610001,429300,108.45739,50.99,206.95807
1913,07-08-2014,Aug,2014,TM,117.459999,118.080002,116.43,116.68,260400,108.522499,49.49,215.13762
1914,08-08-2014,Aug,2014,TM,116.639999,117.660004,116.150002,117.629997,254400,109.406067,44.5,225.04009
1915,11-08-2014,Aug,2014,TM,116.730003,117.199997,116.5,116.760002,264800,108.596909,48.48,232.96207
1916,12-08-2014,Aug,2014,TM,117.07,117.550003,116.830002,117.239998,242500,109.043343,54.65,239.29966
1917,13-08-2014,Aug,2014,TM,117.849998,118.330002,117.769997,117.93,217800,109.685112,55.36,246.93973
1918,14-08-2014,Aug,2014,TM,117.470001,117.790001,117.25,117.739998,181500,109.508385,58.3,257.35178
1919,15-08-2014,Aug,2014,TM,117.25,117.379997,116.260002,116.889999,220300,108.717804,#N/A,267.26142
1920,18-08-2014,Aug,2014,TM,117.010002,117.470001,117.010002,117.209999,156900,109.015434,62.51,306.89999
1921,19-08-2014,Aug,2014,TM,117.099998,117.209999,116.809998,116.949997,221900,108.773621,63.63,306.07599
1922,20-08-2014,Aug,2014,TM,115.620003,115.879997,115.199997,115.699997,319900,107.611008,61.74,304.19495
1923,21-08-2014,Aug,2014,TM,115.75,116.25,115.709999,115.779999,263900,107.685425,62.59,302.38916
1924,22-08-2014,Aug,2014,TM,114.779999,114.779999,113.940002,114.089996,477000,106.113571,63.8,255.35001
1925,25-08-2014,Aug,2014,TM,114.769997,115.150002,114.660004,114.870003,238900,106.839035,63.11,255.35001
1926,26-08-2014,Aug,2014,TM,115.129997,115.699997,114.919998,115.080002,251000,107.034363,62.95,258.81201
1927,27-08-2014,Aug,2014,TM,115.099998,115.190002,114.760002,114.910004,268800,106.876251,64.93,262.13553
1928,28-08-2014,Aug,2014,TM,114.599998,114.900002,114.029999,114.43,281300,106.429794,66.08,265.3261
1929,29-08-2014,Aug,2014,TM,114.5,114.559998,113.919998,114.32,170300,106.327492,#N/A,268.38906
1930,02-09-2014,Sep,2014,TM,115.940002,116.209999,115.730003,116.199997,294000,108.076057,72.97,271.3295
1931,03-09-2014,Sep,2014,TM,116.120003,116.360001,115.849998,115.959999,244300,107.852829,74.4,274.15232
1932,04-09-2014,Sep,2014,TM,116.190002,116.760002,115.900002,116.050003,382700,107.936546,71.97,276.86222
1933,05-09-2014,Sep,2014,TM,116.089996,116.419998,115.919998,116.389999,162200,108.252777,70.76,279.46373
1934,08-09-2014,Sep,2014,TM,116.160004,116.309998,115.510002,116.040001,219100,107.927238,75.08,281.96119
1935,09-09-2014,Sep,2014,TM,115.400002,115.449997,114.970001,115.019997,323400,106.978554,72.31,284.35874
1936,10-09-2014,Sep,2014,TM,116.07,116.589996,115.779999,116.489998,359500,108.345779,65.05,286.66039
1937,11-09-2014,Sep,2014,TM,116.260002,116.480003,116,116.370003,189600,108.234169,64.06,288.86997
1938,12-09-2014,Sep,2014,TM,117.379997,117.400002,116.830002,117.110001,233400,108.922432,65.4,290.99117
1939,15-09-2014,Sep,2014,TM,116.980003,117.279999,116.690002,117.160004,176700,108.968941,57.96,293.02753
1940,16-09-2014,Sep,2014,TM,117.239998,117.849998,117.019997,117.589996,320900,109.368874,47.88,294.98242
1941,17-09-2014,Sep,2014,TM,117.389999,117.940002,116.879997,117.349998,262800,109.145653,51.43,296.85913
1942,18-09-2014,Sep,2014,TM,118.82,119.5,118.739998,119.43,356500,111.080231,60.83,298.66076
1943,19-09-2014,Sep,2014,TM,119.300003,119.400002,118.559998,118.760002,262100,110.457085,61.21,300.39033
1944,22-09-2014,Sep,2014,TM,119.110001,119.809998,118.910004,119.010002,409700,110.689598,62.69,302.05072
1945,23-09-2014,Sep,2014,TM,118.980003,119,118.019997,118.25,314500,109.982727,51.7,304.75968
1946,24-09-2014,Sep,2014,TM,118.059998,118.910004,118.029999,118.849998,272900,110.540787,50.57,308.9389
1947,25-09-2014,Sep,2014,TM,119.019997,119.43,117.779999,117.870003,437800,110.806831,44.36,312.78379
1948,26-09-2014,Sep,2014,TM,118.239998,118.800003,118.110001,118.650002,271300,111.540092,48.64,316.32109
1949,29-09-2014,Sep,2014,TM,118.07,118.150002,117.080002,117.519997,365700,110.477798,47.94,357
1950,30-09-2014,Sep,2014,TM,117.900002,118.110001,117.040001,117.529999,481100,110.48719,48.41,356.052
1951,01-10-2014,Oct,2014,TM,117.940002,117.989998,116.459999,116.650002,676800,109.659935,46.93,355.12296
1952,02-10-2014,Oct,2014,TM,115.019997,115.18,113.639999,114.480003,507300,107.61998,#N/A,354.2125
1953,03-10-2014,Oct,2014,TM,115.699997,116.309998,115.480003,116.160004,281500,109.199295,#N/A,353.32025
1954,06-10-2014,Oct,2014,TM,116.610001,117.220001,116.410004,116.699997,339200,109.70694,#N/A,352.44585
1955,07-10-2014,Oct,2014,TM,117,117.139999,115.800003,115.82,398400,108.879677,40.46,350.50801
1956,08-10-2014,Oct,2014,TM,115.580002,116.349998,114.230003,116.260002,446000,109.293304,39.84,347.46253
1957,09-10-2014,Oct,2014,TM,116.209999,116.300003,114.239998,114.519997,371200,107.65757,49.84,342.88153
1958,10-10-2014,Oct,2014,TM,115.010002,115.75,113.849998,113.970001,448400,107.140526,43.23,338.66701
1959,13-10-2014,Oct,2014,TM,114.169998,114.669998,112.589996,112.669998,425700,105.918427,45.12,334.78965
1960,14-10-2014,Oct,2014,TM,111.940002,112.040001,111.260002,111.620003,759400,104.931351,43.81,331.22248
1961,15-10-2014,Oct,2014,TM,109.779999,110.379997,108.400002,110.059998,632600,103.464821,#N/A,326.32523
1962,16-10-2014,Oct,2014,TM,108.989998,110.839996,108.620003,110.18,441700,103.577637,37.17,321.91771
1963,17-10-2014,Oct,2014,TM,108.989998,110.389999,108.940002,109.790001,469100,103.211006,39.84,317.95094
1964,20-10-2014,Oct,2014,TM,112.330002,113.5,112.300003,113.309998,408900,106.520081,47.46,314.38084
1965,21-10-2014,Oct,2014,TM,112.360001,113.470001,112.129997,113.349998,665400,106.557686,50.72,282.25
1966,22-10-2014,Oct,2014,TM,113.110001,113.419998,112.199997,112.269997,413600,105.542397,54.96,282.839
1967,23-10-2014,Oct,2014,TM,113.25,114.150002,112.93,113.410004,408300,106.61409,56.07,284.07744
1968,24-10-2014,Oct,2014,TM,114.410004,114.650002,113.870003,114.510002,312500,107.64817,#N/A,285.26634
1969,27-10-2014,Oct,2014,TM,114.32,114.849998,113.860001,114.339996,198500,107.48835,54.3,287.33836
1970,28-10-2014,Oct,2014,TM,114.650002,115.099998,114.110001,115.099998,389900,108.202812,56.62,325
1971,29-10-2014,Oct,2014,TM,116,116.650002,115.269997,115.809998,245800,108.870262,60.41,325
1972,30-10-2014,Oct,2014,TM,114.800003,116.300003,114.790001,115.860001,194900,108.917267,64.59,323.222
1973,31-10-2014,Oct,2014,TM,119.050003,121.440002,118.5,121.349998,1280500,114.078293,70.99,321.51512
1974,03-11-2014,Nov,2014,TM,121.300003,122.029999,120.809998,122,856900,114.689346,71.06,319.87651
1975,04-11-2014,Nov,2014,TM,119.5,119.720001,118.309998,119.400002,569600,112.245148,#N/A,318.30345
1976,05-11-2014,Nov,2014,TM,121.029999,121.75,120.410004,121.370003,394100,114.097092,71.61,316.79331
1977,06-11-2014,Nov,2014,TM,119.519997,119.980003,119.019997,119.830002,435500,112.649384,#N/A,315.34358
1978,07-11-2014,Nov,2014,TM,118.43,118.669998,117.68,118.669998,570800,111.558884,71.47,313.95184
1979,10-11-2014,Nov,2014,TM,117.809998,118.290001,117.5,117.970001,429800,110.900833,71.79,312.61576
1980,11-11-2014,Nov,2014,TM,118.5,119.43,118.43,119.139999,526100,112.000725,72.62,311.33313
1981,12-11-2014,Nov,2014,TM,118.739998,118.940002,118.110001,118.790001,252800,111.671707,73.57,310.10181
1982,13-11-2014,Nov,2014,TM,119.650002,120.370003,119.650002,119.82,269800,112.639984,70.35,310
1983,14-11-2014,Nov,2014,TM,119.580002,119.879997,119.230003,119.82,214200,112.639984,72.01,310
1984,17-11-2014,Nov,2014,TM,118.5,119.139999,118.080002,118.589996,324100,111.483681,74.01,308.822
1985,18-11-2014,Nov,2014,TM,119.68,120.389999,119.57,120.07,332300,112.874992,73.34,307.69112
1986,19-11-2014,Nov,2014,TM,120.07,120.519997,119.459999,120.349998,389700,113.138206,67.44,306.60547
1987,20-11-2014,Nov,2014,TM,119.75,120.029999,119.510002,119.720001,163000,112.545967,68.66,280.54999
1988,21-11-2014,Nov,2014,TM,120.610001,121.699997,120.610001,121.290001,920500,114.021889,72.87,281.05799
1989,24-11-2014,Nov,2014,TM,121.489998,121.739998,121.300003,121.459999,661000,114.181702,75.37,282.44367
1990,25-11-2014,Nov,2014,TM,121.75,121.989998,121.739998,121.809998,190200,114.510727,66.94,284.74205
1991,26-11-2014,Nov,2014,TM,121.989998,122,121.410004,121.699997,291800,114.407318,67.68,288.74269
1992,28-11-2014,Nov,2014,TM,122.910004,123.330002,122.440002,123.129997,234400,115.751633,73.64,292.42327
1993,01-12-2014,Dec,2014,TM,124.660004,125.57,124.550003,124.940002,485800,117.453171,69.62,295.80941
1994,02-12-2014,Dec,2014,TM,126.559998,127.029999,126.32,126.57,496400,118.985489,65.88,299.89347
1995,03-12-2014,Dec,2014,TM,127.5,127.889999,127.120003,127.709999,471300,120.057182,66.68,303.56912
1996,04-12-2014,Dec,2014,TM,128.809998,128.809998,128.100006,128.600006,505100,120.893852,68.33,306.10001
1997,05-12-2014,Dec,2014,TM,128.860001,129.300003,128.470001,129.029999,423500,121.29808,64.94,306.10001
1998,08-12-2014,Dec,2014,TM,129.039993,129.190002,128.25,128.419998,359500,120.724632,53.92,309.155
1999,09-12-2014,Dec,2014,TM,127.849998,128.419998,126.82,128.360001,472100,120.668236,45.76,310.20001
2000,10-12-2014,Dec,2014,TM,126.900002,126.910004,125.120003,125.489998,508800,117.970207,47.08,312.84501
2001,11-12-2014,Dec,2014,TM,126.550003,127.330002,125.870003,126.089996,251900,118.534256,42.41,314.79999
2002,12-12-2014,Dec,2014,TM,125.660004,126.07,124.519997,124.540001,350100,117.077141,37.96,336.64999
2003,15-12-2014,Dec,2014,TM,123.540001,123.809998,121.059998,121.550003,597000,114.266319,37.69,336.15899
2004,16-12-2014,Dec,2014,TM,122.360001,123.480003,121.75,121.940002,543500,114.632935,29.75,335.67781
2005,17-12-2014,Dec,2014,TM,122,123.629997,122,123.220001,338000,115.836235,28.16,335.20626
2006,18-12-2014,Dec,2014,TM,124.129997,124.790001,123.82,124.739998,306700,117.26516,39.98,312.10001
2007,19-12-2014,Dec,2014,TM,126.720001,127.459999,126.519997,127.010002,396700,119.399132,44.95,312.59601
2008,22-12-2014,Dec,2014,TM,126.300003,126.889999,125.93,126.639999,598000,119.0513,51.43,314.13217
2009,23-12-2014,Dec,2014,TM,126.739998,127.309998,126.559998,126.760002,188200,119.164108,47.92,316.68324
2010,24-12-2014,Dec,2014,TM,127.199997,127.330002,126.760002,126.760002,80000,119.164108,42.8,320.06058
2011,26-12-2014,Dec,2014,TM,127,128.289993,127,128.100006,160100,120.423813,44.63,323.16773
2012,29-12-2014,Dec,2014,TM,127.080002,127.599998,126.860001,127.370003,203600,119.737556,47.71,326.02631
2013,30-12-2014,Dec,2014,TM,125.959999,126.07,125.330002,125.910004,169100,118.365051,47.84,328.65621
2014,31-12-2014,Dec,2014,TM,125.599998,126.209999,125.400002,125.480003,151100,117.960808,50.26,331.86558
2015,02-01-2015,Jan,2015,TM,126.230003,126.639999,124.889999,125.669998,250000,118.139427,57.7,334.75403
2016,05-01-2015,Jan,2015,TM,124.440002,124.610001,123.050003,123.370003,240600,115.977249,56.33,360.75
2017,06-01-2015,Jan,2015,TM,123.400002,123.720001,121.209999,122.099998,285600,114.783356,40.89,360.115
2018,07-01-2015,Jan,2015,TM,125.519997,126.059998,125.059998,125.169998,385700,117.669388,39.72,358.7584
2019,08-01-2015,Jan,2015,TM,126.449997,127.699997,126.449997,127.580002,498800,119.934975,48.16,357.45606
2020,09-01-2015,Jan,2015,TM,127.769997,127.769997,125.980003,126.080002,150300,118.524849,50.95,356.20582
2021,12-01-2015,Jan,2015,TM,126.5,127.739998,125.339996,126.040001,306700,118.487259,53.04,355.00559
2022,13-01-2015,Jan,2015,TM,127.050003,127.870003,125.629997,126.410004,252900,118.835083,51.59,353.85337
2023,14-01-2015,Jan,2015,TM,125.419998,125.980003,124.629997,125.82,363800,118.280434,50.21,352.74723
2024,15-01-2015,Jan,2015,TM,127.870003,128.369995,126.629997,126.779999,310400,119.182915,61.24,351.68534
2025,16-01-2015,Jan,2015,TM,128.320007,129,128.050003,128.880005,441600,121.157082,62.06,350.66593
2026,20-01-2015,Jan,2015,TM,129.5,129.789993,128.759995,129.160004,436700,121.420288,69,349.68729
2027,21-01-2015,Jan,2015,TM,128.360001,128.820007,128.009995,128.660004,606700,120.950256,70.11,326.20001
2028,22-01-2015,Jan,2015,TM,128.970001,130.229996,127.959999,129.860001,235500,122.078346,71.16,358.20001
2029,23-01-2015,Jan,2015,TM,130,130.210007,129.5,129.660004,292900,121.890335,73.49,358.20001
2030,26-01-2015,Jan,2015,TM,130.979996,132.309998,130.979996,131.860001,350600,123.958496,#N/A,358.20001
2031,27-01-2015,Jan,2015,TM,131.130005,131.729996,130.880005,131.100006,301000,123.244057,75.64,355.00801
2032,28-01-2015,Jan,2015,TM,132.229996,132.419998,130.699997,130.949997,304100,123.103027,75.74,350.75537
2033,29-01-2015,Jan,2015,TM,131.479996,132.179993,130.940002,132.149994,411800,124.231117,76.84,346.84294
2034,30-01-2015,Jan,2015,TM,129.490005,129.979996,128.690002,128.850006,273900,121.128876,64.91,343.24351
2035,02-02-2015,Feb,2015,TM,130.100006,131.130005,129.710007,131.089996,280200,123.234642,64.05,339.93203
2036,03-02-2015,Feb,2015,TM,129.550003,131.169998,129.419998,131.100006,458000,123.244057,60.97,336.88547
2037,04-02-2015,Feb,2015,TM,132.199997,134.240005,132.199997,132.679993,471300,124.729347,58.53,334.08263
2038,05-02-2015,Feb,2015,TM,130.979996,131.919998,130.779999,131.740005,448000,123.845695,57.62,331.50402
2039,06-02-2015,Feb,2015,TM,129.770004,130.490005,129.369995,129.570007,384900,121.805725,53.83,328.45862
2040,09-02-2015,Feb,2015,TM,129.470001,129.75,128.960007,129.160004,186000,121.420288,45.29,325.71775
2041,10-02-2015,Feb,2015,TM,129.710007,131.059998,129.710007,130.850006,229100,123.009026,47.88,322.03162
2042,11-02-2015,Feb,2015,TM,130.800003,131.25,130.740005,131.020004,449200,123.168846,51.76,317.6872
2043,12-02-2015,Feb,2015,TM,131.389999,131.990005,131.199997,131.820007,327600,123.920906,56.51,313.03325
2044,13-02-2015,Feb,2015,TM,131.990005,132.789993,131.990005,132.490005,301000,124.550751,61.11,307.73526
2045,17-02-2015,Feb,2015,TM,132,132.690002,132,132.080002,365400,124.165321,#N/A,303.39092
2046,18-02-2015,Feb,2015,TM,133.660004,134.360001,133.649994,134.160004,258400,126.120689,64.08,300
2047,19-02-2015,Feb,2015,TM,134.5,135.490005,134.380005,135.279999,218600,127.173569,65.26,283.60001
