Sr,Date,month,year,Index,Open,High,Low,Close,Volume,Adjusted,RSI,pSAR
1082,18-04-2011,Apr,2011,TM,76.980003,77.360001,76.839996,77.25,825400,67.40567,51.4,373.87188
1083,19-04-2011,Apr,2011,TM,76.300003,76.410004,75.849998,76.120003,939400,66.419678,52.13,374.04999
1084,20-04-2011,Apr,2011,TM,77.279999,77.43,76.919998,77.260002,525200,67.414406,58.58,374.04999
1085,21-04-2011,Apr,2011,TM,77.919998,78.309998,77.669998,77.800003,476700,67.88559,60.29,374.20001
1086,25-04-2011,Apr,2011,TM,79.290001,79.529999,78.889999,79.510002,936300,69.377686,59.47,375.5
1087,26-04-2011,Apr,2011,TM,78.769997,78.790001,78.199997,78.660004,776700,68.636002,58.96,378.61
1088,27-04-2011,Apr,2011,TM,78.089996,78.43,77.650002,78.290001,714300,68.313156,56,381.9868
1089,28-04-2011,Apr,2011,TM,78.889999,79.660004,78.650002,79.5,503900,69.368958,52.05,386.32865
1090,29-04-2011,Apr,2011,TM,79.599998,80.190002,79.580002,79.68,558000,69.526001,49.28,392.94807
1091,02-05-2011,May,2011,TM,80.769997,80.769997,79.989998,80.160004,692200,69.944855,45.75,398.50838
1092,03-05-2011,May,2011,TM,80.330002,80.370003,79.199997,79.690002,640200,69.534737,37.58,403.17904
1093,04-05-2011,May,2011,TM,79.790001,80.199997,79.540001,79.760002,455500,69.59581,36.15,427.70001
1094,05-05-2011,May,2011,TM,79.550003,80.160004,79.239998,79.559998,687700,69.421303,32.47,427.23801
1095,06-05-2011,May,2011,TM,79.93,79.989998,78.68,79.099998,598900,69.01992,40.23,426.28049
1096,09-05-2011,May,2011,TM,79.059998,79.389999,78.620003,79.360001,484600,69.24678,40.21,424.82366
1097,10-05-2011,May,2011,TM,80.629997,81.050003,80.5,81.019997,714700,70.695236,39.64,422.75777
1098,11-05-2011,May,2011,TM,81,81.620003,80.459999,81.459999,966000,71.07917,41.78,397.39999
1099,12-05-2011,May,2011,TM,82.849998,83.699997,82.449997,83.629997,1659800,72.972633,37.09,397.39999
1100,13-05-2011,May,2011,TM,83.900002,84,83.169998,83.379997,1070000,72.754501,42.27,398.01199
1101,16-05-2011,May,2011,TM,82.889999,82.989998,82.019997,82.209999,552500,71.733612,39.53,398.61175
1102,17-05-2011,May,2011,TM,81.209999,81.559998,80.870003,81.370003,665600,71.000648,36.22,399.19952
1103,18-05-2011,May,2011,TM,81.220001,81.480003,81.010002,81.389999,392800,71.018105,35.24,400.51554
1104,19-05-2011,May,2011,TM,81.019997,81.169998,80.220001,80.699997,678900,70.416023,36,401.77892
1105,20-05-2011,May,2011,TM,80.32,80.32,79.699997,79.959999,532700,69.770325,41.7,402.99176
1106,23-05-2011,May,2011,TM,79.290001,79.849998,79.169998,79.540001,496500,69.403854,35.82,404.15609
1107,24-05-2011,May,2011,TM,79.900002,80.32,79.690002,79.889999,927200,69.709251,36.62,405.27385
1108,25-05-2011,May,2011,TM,80.760002,82.150002,80.610001,81.769997,686000,71.349678,34.08,407.23742
1109,26-05-2011,May,2011,TM,82.010002,82.379997,81.709999,82.209999,558500,71.733612,40.23,409.08317
1110,27-05-2011,May,2011,TM,82.080002,82.309998,81.93,82.260002,291900,71.777229,45.72,410.81818
1111,31-05-2011,May,2011,TM,83.389999,83.470001,82.839996,83.290001,652700,72.67598,52.39,412.44909
1112,01-06-2011,Jun,2011,TM,82.709999,82.849998,81.360001,81.5,711200,71.114067,54.65,413.98214
1113,02-06-2011,Jun,2011,TM,81.129997,81.330002,80.599998,80.910004,409900,70.599281,51.23,415.04999
1114,03-06-2011,Jun,2011,TM,80.330002,81,80.139999,80.510002,650200,70.250252,48.59,415.04999
1115,06-06-2011,Jun,2011,TM,80.150002,80.349998,79.730003,79.919998,445100,69.735413,49.86,415.10001
1116,07-06-2011,Jun,2011,TM,81.699997,81.900002,81.419998,81.57,759600,71.175156,51.87,416.47401
1117,08-06-2011,Jun,2011,TM,81.940002,82.43,81.57,81.75,743600,71.33223,49.28,418.43209
1118,09-06-2011,Jun,2011,TM,81.580002,82.139999,81.410004,81.919998,308700,71.480568,48.76,420.23352
1119,10-06-2011,Jun,2011,TM,81.309998,81.32,80.620003,80.669998,1.00E+06,70.389854,45.61,421.89084
1120,13-06-2011,Jun,2011,TM,80.209999,80.260002,79.400002,79.720001,836200,69.560905,45.34,423.41557
1121,14-06-2011,Jun,2011,TM,80.080002,80.660004,80.040001,80.440002,464200,70.189163,47.31,426.00902
1122,15-06-2011,Jun,2011,TM,79.910004,80.330002,79.279999,79.480003,550600,69.351501,42.39,431.04793
1123,16-06-2011,Jun,2011,TM,79.239998,79.75,79.029999,79.470001,580200,69.342766,38.28,468
1124,17-06-2011,Jun,2011,TM,79.610001,79.900002,79.370003,79.510002,375000,69.377686,36.03,467.266
1125,20-06-2011,Jun,2011,TM,79.349998,80.199997,79.260002,80.129997,460600,69.918655,29.39,465.60136
1126,21-06-2011,Jun,2011,TM,80.300003,80.889999,80.120003,80.760002,403200,70.468376,31.63,462.86528
1127,22-06-2011,Jun,2011,TM,80.519997,81.410004,80.519997,80.699997,403900,70.416023,31.95,459.12406
1128,23-06-2011,Jun,2011,TM,79.970001,80.910004,79.849998,80.82,568800,70.520729,37.3,454.27665
1129,24-06-2011,Jun,2011,TM,81.489998,81.669998,81.169998,81.290001,334300,70.93084,52.03,448.60345
1130,27-06-2011,Jun,2011,TM,79.669998,80.07,79.470001,79.739998,623200,69.578369,56.1,443.61104
1131,28-06-2011,Jun,2011,TM,79.82,80.25,79.760002,80.080002,241800,69.875046,57.41,439.21771
1132,29-06-2011,Jun,2011,TM,81.160004,81.660004,80.57,81.529999,431100,71.140259,61.1,435.35159
1133,30-06-2011,Jun,2011,TM,81.730003,82.639999,81.690002,82.419998,532700,71.91684,63.97,407
1134,01-07-2011,Jul,2011,TM,82.440002,83.5,82.440002,83.449997,624600,72.815582,61.86,407.52
1135,05-07-2011,Jul,2011,TM,83.489998,83.75,83.230003,83.599998,293100,72.946472,61.31,408.0296
1136,06-07-2011,Jul,2011,TM,84.230003,84.349998,83.769997,84.269997,331000,73.531082,60.54,408.52901
1137,07-07-2011,Jul,2011,TM,84.5,84.900002,84.199997,84.639999,421200,73.853935,67.36,409.01843
1138,08-07-2011,Jul,2011,TM,84.330002,84.650002,83.690002,84.400002,473600,73.644516,59.99,409.49806
1139,11-07-2011,Jul,2011,TM,83.68,83.919998,83.349998,83.699997,504100,73.033714,55.71,433
1140,12-07-2011,Jul,2011,TM,83.580002,84.25,83.540001,83.639999,460400,72.981377,48.23,432.385
1141,13-07-2011,Jul,2011,TM,84.459999,85.239998,84.370003,84.68,477500,73.88884,52.74,430.9496
1142,14-07-2011,Jul,2011,TM,84.720001,85.150002,83.910004,84.279999,423000,73.539803,53.79,429.57162
1143,15-07-2011,Jul,2011,TM,84.129997,84.550003,83.440002,83.849998,466700,73.164604,52.16,428.24875
1144,18-07-2011,Jul,2011,TM,83.489998,83.610001,82.949997,83.360001,834100,72.737053,50.92,426.25383
1145,19-07-2011,Jul,2011,TM,83.730003,84.709999,83.730003,84.239998,443400,73.504906,54.76,424.3786
1146,20-07-2011,Jul,2011,TM,84.339996,84.400002,83.699997,84.330002,246700,73.58345,50.5,422.61588
1147,21-07-2011,Jul,2011,TM,84.330002,85.489998,84.300003,85.470001,612800,74.578163,48.29,420.95893
1148,22-07-2011,Jul,2011,TM,85.220001,85.400002,84.720001,85.010002,204600,74.176781,55.85,419.40139
1149,25-07-2011,Jul,2011,TM,84,84.559998,84,84.129997,228100,73.408913,59.09,417.93731
1150,26-07-2011,Jul,2011,TM,84.220001,84.419998,83.800003,84.099998,344200,73.382744,50.1,416.56107
1151,27-07-2011,Jul,2011,TM,83.230003,83.389999,82.050003,82.169998,416900,71.6987,48,415.26741
1152,28-07-2011,Jul,2011,TM,81.980003,82.43,81.300003,81.43,493100,71.053001,43.85,389.29999
1153,29-07-2011,Jul,2011,TM,81.169998,82.120003,81.029999,81.919998,366700,71.480568,43.46,389.29999
1154,01-08-2011,Aug,2011,TM,82.089996,82.209999,81.160004,81.769997,481400,71.349678,46.59,390.83799
1155,02-08-2011,Aug,2011,TM,81.400002,82.57,81.040001,81.290001,709100,70.93084,42.23,392.31447
1156,03-08-2011,Aug,2011,TM,81.07,81.400002,79.830002,81.260002,604700,70.904663,38.86,393.73189
1157,04-08-2011,Aug,2011,TM,78.660004,79.040001,77.389999,77.410004,1154000,67.545288,34.67,395.09261
1158,05-08-2011,Aug,2011,TM,78,78.400002,75.510002,77.43,1221000,67.562737,29.09,397.09406
1159,08-08-2011,Aug,2011,TM,76.239998,77.300003,73.110001,73.720001,1192400,64.325523,25.66,398.97542
1160,09-08-2011,Aug,2011,TM,76.349998,77.279999,73.839996,77.209999,1288000,67.370766,24.16,401.73338
1161,10-08-2011,Aug,2011,TM,75.43,75.43,73.269997,73.43,739100,64.072472,32.41,405.20004
1162,11-08-2011,Aug,2011,TM,73.550003,75.940002,73.010002,75.139999,579600,65.56456,31.46,409.47804
1163,12-08-2011,Aug,2011,TM,74.459999,75.040001,74.099998,74.400002,642800,64.918861,28.84,413.94711
1164,15-08-2011,Aug,2011,TM,75.559998,76.199997,75.260002,76.120003,316600,66.419678,#N/A,417.79052
1165,16-08-2011,Aug,2011,TM,75.230003,76.010002,74.730003,75.419998,252800,65.808868,27.44,421.09584
1166,17-08-2011,Aug,2011,TM,75.059998,75.300003,74.379997,74.68,224900,65.163193,29.5,423.93842
1167,18-08-2011,Aug,2011,TM,72.470001,72.470001,70.900002,71.57,875800,62.449505,25.32,427.06828
1168,19-08-2011,Aug,2011,TM,71.709999,72.440002,70.330002,70.699997,1552700,61.690369,22.33,429.69735
1169,22-08-2011,Aug,2011,TM,71.559998,71.660004,70.050003,70.540001,935900,61.550758,27.31,431.29999
1170,23-08-2011,Aug,2011,TM,71.629997,72.879997,71.110001,72.879997,442200,63.592564,31.76,443.5
1171,24-08-2011,Aug,2011,TM,71.290001,72.190002,71.169998,72.080002,692300,62.894508,29.44,443.251
1172,25-08-2011,Aug,2011,TM,72.440002,72.779999,70.940002,71.269997,461400,62.187725,27.65,442.30096
1173,26-08-2011,Aug,2011,TM,71.260002,72.269997,70.589996,71.650002,415400,62.51931,24.64,440.3689
1174,29-08-2011,Aug,2011,TM,71.349998,72.360001,71.209999,72.099998,727200,62.911964,38.18,438.55277
1175,30-08-2011,Aug,2011,TM,70.900002,71.309998,70.459999,70.940002,779900,61.899788,43.37,436.8456
1176,31-08-2011,Aug,2011,TM,71.629997,72.199997,71.290001,71.839996,729700,62.685097,#N/A,435.24087
1177,01-09-2011,Sep,2011,TM,71.599998,72.169998,71.059998,71.169998,472500,62.100475,#N/A,433.73242
1178,02-09-2011,Sep,2011,TM,70.110001,70.220001,69.029999,69.339996,763800,60.503681,45.73,431.24582
1179,06-09-2011,Sep,2011,TM,67.839996,68.480003,67.629997,68.269997,956900,59.570023,47.54,427.92124
1180,07-09-2011,Sep,2011,TM,69.709999,69.989998,69.279999,69.849998,722200,60.948692,51.15,424.92912
1181,08-09-2011,Sep,2011,TM,69.599998,70.139999,69.07,69.370003,492000,60.529861,52.81,421.33762
1182,09-09-2011,Sep,2011,TM,68.410004,68.629997,67.559998,67.800003,496500,59.159931,47.15,418.17711
1183,12-09-2011,Sep,2011,TM,67.230003,68.239998,67.050003,68.169998,536700,59.48278,41.41,414.30931
1184,13-09-2011,Sep,2011,TM,68.639999,69.139999,68.360001,69.050003,426000,60.250637,41.13,409.02782
1185,14-09-2011,Sep,2011,TM,69.449997,70.220001,68.580002,69.57,393200,60.704376,45.95,403.80281
1186,15-09-2011,Sep,2011,TM,70.519997,71.239998,70.150002,71.209999,422600,62.135376,49.85,398
1187,16-09-2011,Sep,2011,TM,71.489998,71.550003,70.419998,70.809998,280300,61.786343,50.37,389.7
1188,19-09-2011,Sep,2011,TM,69.860001,71.010002,69.410004,70.839996,476700,61.812531,47.14,385.39999
1189,20-09-2011,Sep,2011,TM,70.75,71.360001,70.309998,70.43,618600,61.454788,53.75,380
1190,21-09-2011,Sep,2011,TM,70.110001,70.309998,68.199997,68.300003,414000,59.59621,53.29,356.5
1191,22-09-2011,Sep,2011,TM,67.400002,68.019997,66.339996,66.970001,571200,58.435699,41.68,357.016
1192,23-09-2011,Sep,2011,TM,67.190002,67.900002,66.839996,67.849998,353700,59.203545,39.23,357.52168
1193,26-09-2011,Sep,2011,TM,68.370003,68.800003,67.57,68.769997,571100,60.00631,37.84,358.01725
1194,27-09-2011,Sep,2011,TM,69.779999,69.910004,68.459999,68.800003,613600,60.482796,46.42,358.5029
1195,28-09-2011,Sep,2011,TM,69.690002,70.470001,69.010002,69.139999,471400,60.781696,45.16,358.97884
1196,29-09-2011,Sep,2011,TM,70.510002,70.910004,69.080002,70.209999,375500,61.722332,49.21,382.29999
1197,30-09-2011,Sep,2011,TM,68.970001,69.370003,68.25,68.260002,591300,60.008072,45.46,381.80399
1198,03-10-2011,Oct,2011,TM,68.220001,69.089996,66.690002,66.970001,547400,58.874023,41.08,381.31791
1199,04-10-2011,Oct,2011,TM,66.120003,67.209999,65.300003,67.209999,812200,59.085014,37.84,380.84155
1200,05-10-2011,Oct,2011,TM,65.57,66.970001,65.339996,66.690002,565200,58.627865,36.99,380.37472
1201,06-10-2011,Oct,2011,TM,66.449997,67.32,66.269997,67.199997,424100,59.076221,#N/A,379.91722
1202,07-10-2011,Oct,2011,TM,67.150002,67.199997,66.080002,66.129997,582600,58.135559,45.59,379.46888
1203,10-10-2011,Oct,2011,TM,67.199997,68.089996,67.099998,68,341300,59.779507,50.47,378.29413
1204,11-10-2011,Oct,2011,TM,67.190002,67.709999,67.019997,67.309998,363400,59.17292,50.19,376.29648
1205,12-10-2011,Oct,2011,TM,67.75,68.32,67.339996,67.800003,500900,59.603687,56.35,373.65276
1206,13-10-2011,Oct,2011,TM,67.529999,67.82,67.150002,67.699997,508000,59.515774,55.09,370.39248
1207,14-10-2011,Oct,2011,TM,67.339996,67.629997,67.07,67.459999,421800,59.304787,57.67,366.76338
1208,17-10-2011,Oct,2011,TM,67.519997,67.949997,67.199997,67.32,320600,59.181717,56.76,363.56978
1209,18-10-2011,Oct,2011,TM,67.160004,68.720001,66.980003,68.120003,374400,59.88501,51.73,360.7594
1210,19-10-2011,Oct,2011,TM,67.769997,67.870003,67.040001,67.339996,348100,59.199295,56.91,340.14999
1211,20-10-2011,Oct,2011,TM,67.010002,67.169998,66.160004,66.790001,664800,58.715778,54.01,358.39999
1212,21-10-2011,Oct,2011,TM,67.199997,67.760002,67.019997,67.610001,437400,59.436665,51.49,358.39999
1213,24-10-2011,Oct,2011,TM,67.370003,68.260002,67.370003,68.029999,369500,59.805882,54.14,357.36599
1214,25-10-2011,Oct,2011,TM,66.800003,67.18,66.150002,66.32,518400,58.302608,58.81,356.37335
1215,26-10-2011,Oct,2011,TM,67.18,67.18,66.449997,66.889999,633300,58.803696,59.3,354.92595
1216,27-10-2011,Oct,2011,TM,68.330002,69.760002,68.300003,69.260002,766900,60.887192,#N/A,353.5654
1217,28-10-2011,Oct,2011,TM,69.209999,69.809998,68.93,69.660004,577700,61.238838,66.05,351.64816
1218,31-10-2011,Oct,2011,TM,67.199997,67.360001,66.699997,66.709999,702300,58.645454,63.61,348.91335
1219,01-11-2011,Nov,2011,TM,65.309998,65.980003,65.139999,65.260002,861500,57.37075,58.9,346.45201
1220,02-11-2011,Nov,2011,TM,64.870003,65.599998,64.699997,64.839996,825400,57.001514,58.92,344.23681
1221,03-11-2011,Nov,2011,TM,65.260002,65.489998,64.510002,65.389999,684800,57.485031,59.3,324.29999
1222,04-11-2011,Nov,2011,TM,65.190002,65.389999,64.800003,65.18,363100,57.300415,60.27,324.70399
1223,07-11-2011,Nov,2011,TM,65.309998,65.489998,64.870003,65.480003,331800,57.564156,#N/A,326.26383
1224,08-11-2011,Nov,2011,TM,63.529999,64.800003,63.529999,64.610001,765600,56.79932,60.56,329.029
1225,09-11-2011,Nov,2011,TM,64.220001,64.57,63.799999,64.010002,798800,56.271862,54.93,331.62826
1226,10-11-2011,Nov,2011,TM,64.730003,64.730003,64.050003,64.449997,383000,56.658669,#N/A,334.07156
1227,11-11-2011,Nov,2011,TM,63.799999,64.199997,63.669998,64.120003,629800,56.368565,51.03,336.36827
1228,14-11-2011,Nov,2011,TM,64.230003,64.559998,64.050003,64.309998,503500,56.535583,49.54,338.52718
1229,15-11-2011,Nov,2011,TM,64,64.220001,63.599998,63.939999,376500,56.21032,44.13,340.55655
1230,16-11-2011,Nov,2011,TM,64.459999,64.459999,63.450001,63.540001,553000,55.858673,41.79,372.35001
1231,17-11-2011,Nov,2011,TM,64.540001,64.779999,63.880001,64.330002,740000,56.553177,36.55,371.65401
1232,18-11-2011,Nov,2011,TM,64.029999,64.169998,63.43,63.560001,519400,55.876259,35.11,370.09185
1233,21-11-2011,Nov,2011,TM,61.759998,61.939999,61,61.189999,749300,53.792767,29.6,368.59217
1234,22-11-2011,Nov,2011,TM,61.41,62.310001,61.41,61.939999,516100,54.452103,32.64,366.42664
1235,23-11-2011,Nov,2011,TM,61.450001,61.450001,60.369999,60.389999,645900,53.089474,28.51,364.39104
1236,25-11-2011,Nov,2011,TM,62.150002,62.919998,61.939999,62.110001,386000,54.601551,30.96,362.47758
1237,28-11-2011,Nov,2011,TM,64.120003,64.410004,63.900002,64.169998,620500,56.412514,41.82,359.92737
1238,29-11-2011,Nov,2011,TM,64.480003,64.739998,64.089996,64.389999,507600,56.605923,39.63,356.70964
1239,30-11-2011,Nov,2011,TM,65.610001,66.379997,65.470001,65.910004,830900,57.942184,41.55,353.02448
1240,01-12-2011,Dec,2011,TM,65.57,66.199997,65.5,65.720001,449900,57.775146,48.45,349.78154
1241,02-12-2011,Dec,2011,TM,66.68,66.860001,66.110001,66.220001,461200,58.214703,54.67,326
1242,05-12-2011,Dec,2011,TM,68.029999,68.18,67.580002,68.050003,905700,59.823467,53.99,326.513
1243,06-12-2011,Dec,2011,TM,67.260002,67.550003,66.830002,67.110001,593900,58.997108,#N/A,327.01574
1244,07-12-2011,Dec,2011,TM,68.110001,68.660004,67.57,68.449997,671400,60.175114,55.27,327.50842
1245,08-12-2011,Dec,2011,TM,68.029999,68.169998,67,67.129997,412900,59.014687,47.98,327.99126
1246,09-12-2011,Dec,2011,TM,66.480003,68.639999,66.470001,68.199997,736400,59.955334,43.94,328.46443
1247,12-12-2011,Dec,2011,TM,67.139999,67.139999,66.150002,66.489998,443700,58.452053,39.22,328.92814
1248,13-12-2011,Dec,2011,TM,66.610001,67,65.260002,65.639999,577300,57.704803,41.6,329.38258
1249,14-12-2011,Dec,2011,TM,65.309998,65.620003,64.900002,65.220001,549300,57.335583,39.86,351.64999
1250,15-12-2011,Dec,2011,TM,65.529999,65.760002,65.209999,65.370003,323100,57.467449,39.06,351.07699
1251,16-12-2011,Dec,2011,TM,64.089996,64.279999,63.5,63.700001,602100,55.99934,34.85,349.26191
1252,19-12-2011,Dec,2011,TM,63.950001,64.290001,63.27,63.310001,354600,55.656483,33.28,347.51944
1253,20-12-2011,Dec,2011,TM,64.580002,64.580002,63.939999,64.489998,374700,56.693832,30.62,345.84666
1254,21-12-2011,Dec,2011,TM,64.139999,64.370003,63.84,64.25,308000,56.482841,41.5,343.30586
1255,22-12-2011,Dec,2011,TM,64.339996,64.720001,64.059998,64.5,404000,56.702625,44.08,339.41739
1256,23-12-2011,Dec,2011,TM,64.93,65,64.559998,64.949997,281000,57.098217,43.08,335.84
1257,27-12-2011,Dec,2011,TM,64.699997,64.699997,64.260002,64.360001,245100,56.579548,45.7,332.5488
1258,28-12-2011,Dec,2011,TM,64.809998,64.949997,64.050003,64.25,386100,56.482841,43.23,327.70392
1259,29-12-2011,Dec,2011,TM,64.589996,65.300003,64.540001,65.260002,351000,57.37075,40.13,323.34353
1260,30-12-2011,Dec,2011,TM,65.860001,66.419998,65.709999,66.129997,373100,58.135559,39.02,319.41918
1261,03-01-2012,Jan,2012,TM,67.389999,67.900002,67.309998,67.779999,377100,59.586109,49.4,315.88726
1262,04-01-2012,Jan,2012,TM,68.230003,68.68,68.07,68.43,501600,60.157532,48.41,312.70854
1263,05-01-2012,Jan,2012,TM,68.5,68.830002,68.370003,68.620003,343700,60.324562,48.43,308.97551
1264,06-01-2012,Jan,2012,TM,68.519997,68.599998,68.220001,68.510002,212000,60.227859,48.75,305.69045
1265,09-01-2012,Jan,2012,TM,68.5,68.709999,68.220001,68.419998,301700,60.148731,47.86,302.7996
1266,10-01-2012,Jan,2012,TM,68.510002,68.910004,68.440002,68.669998,352800,60.368504,56.31,300.25565
1267,11-01-2012,Jan,2012,TM,68.199997,68.68,67.860001,68.599998,257900,60.306973,57.11,281.60001
1268,12-01-2012,Jan,2012,TM,68.07,68.309998,67.879997,68.139999,512900,59.90258,54.32,282.10601
1269,13-01-2012,Jan,2012,TM,68.07,68.449997,68,68.260002,223200,60.008072,56.97,283.44377
1270,17-01-2012,Jan,2012,TM,67.93,68.019997,67.610001,67.639999,456700,59.463028,63.99,284.72801
1271,18-01-2012,Jan,2012,TM,67.580002,68.029999,67.269997,67.849998,906500,59.647648,62.73,285.96089
1272,19-01-2012,Jan,2012,TM,68.589996,69.290001,68.559998,69.089996,934300,60.73774,66.58,287.14446
1273,20-01-2012,Jan,2012,TM,70.370003,71.419998,70.300003,71.400002,704100,62.768482,68.28,288.28068
1274,23-01-2012,Jan,2012,TM,71.230003,71.589996,71,71.150002,641900,62.548717,67.99,289.37145
1275,24-01-2012,Jan,2012,TM,72.010002,72.400002,71.5,72.330002,636300,63.58606,72.36,290.41859
1276,25-01-2012,Jan,2012,TM,73.209999,74.389999,72.879997,74.220001,1152600,65.247581,73.83,291.42385
1277,26-01-2012,Jan,2012,TM,74.769997,74.879997,74.389999,74.589996,837900,65.572853,#N/A,292.38889
1278,27-01-2012,Jan,2012,TM,73.889999,74.209999,73.400002,73.57,427000,64.676155,75.89,293.31534
1279,30-01-2012,Jan,2012,TM,72.93,73.330002,72.470001,73.110001,263100,64.271759,62.46,315.54999
1280,31-01-2012,Jan,2012,TM,73.739998,74,73.190002,73.480003,313200,64.597031,68.23,314.99099
1281,01-02-2012,Feb,2012,TM,74.910004,75.449997,74.910004,75.199997,500500,66.109108,69.86,313.39535
1282,02-02-2012,Feb,2012,TM,76.139999,76.379997,75.910004,76.230003,516300,67.014595,71.34,310.79163
